PE:PODER EJECUTIVO
PL:PODER LEGISLATIVO
PJ:PODER JUDICIAL
EF:EN FUNCIONES
PEL:PODERES EJECUTIVO Y LEGISLATIVO
PEJ:PODERES EJECUTIVO Y JUDICIAL
PLJ:PODERES LEGISLATIVO Y JUDICIAL
PELJ:PODERES EJECUTIVO, LEGISLATIVO Y JUDICIAL
