1:JUEZ PRIMERA:JUEZ:JUEZA:DE PRIMERA INSTANCIA
2:JUEZ DISTRITO:JUEZ:JUEZA:DE DISTRITO
3:MTSJ:MAGISTRADO:MAGISTRADA:DE TRIBUNAL SUPERIOR DE JUSTICIA
4:MTDJ:MAGISTRADO:MAGISTRADA:DE TRIBUNAL DE DISCIPLINA  JUDICIAL
5:MSCJN:MINISTRO:MINISTRA:DE LA SUPREMA CORTE DE JUSTICIA DE LA NACIÓN
